packets_per_sec,bytes_per_sec,unique_ports,conn_rate,icmp_rate,rst_rate,rx_tx_ratio,label,bytes_per_packet,icmp_fraction,syn_fraction,port_scan_ratio,delta_packets,delta_ports,burst_score,port_accumulator
234.7176558576816,6599.866193299,1,0.04974606394760955,240.40541630405406,0.007195869870530362,0.40017463134503295,1,28.12,1.0,0.0002,20.1,0.0,0.0,0.0,0
76.34349314906234,4429.672216617126,1,59.360899773588464,0.015467983539772481,0.37837998229602204,0.849060576632826,1,58.02,0.0002,0.7776,0.02,0.0,0.0,0.0,0
90.67516163237022,4910.139288557042,596,31.21287424969727,0.0,22.565749276876605,0.7792038697585546,1,54.15,0.0,0.3442,19.09,0.0,0.0,0.0,0
6.957494660424125,3521.56276801147,0,0.0,0.0,0.0,1.2114472197436,0,506.15,0.0,0.0,0.0,0.0,0.0,0.0,0
11.06792286765647,9353.359037061084,2,1.7044572710413854,0.06574965408771051,0.03903308924269963,1.320524675795924,0,845.09,0.0059,0.154,1.17,0.0,0.0,0.0,0
183.74448064381204,7367.273590899732,1,0.08696097581821106,227.22012180854028,0.011807178938996847,0.5914367277057089,1,40.1,1.0,0.0005,11.5,0.0,0.0,0.0,0
40.65747218619221,49722.94796303452,2,0.413870080308394,0.017201975267999603,0.01458363854512211,0.008410164493648098,1,1222.97,0.0004,0.0102,4.83,0.0,0.0,0.0,0
55.43374950227693,5353.273614085825,2,62.43715863707812,0.012860685413344085,0.11633798104128673,0.9514780690343665,1,96.57,0.0002,1.0,0.03,0.0,0.0,0.0,0
10.72483234726289,320.95425415987665,7,0.7278578107398727,0.07055162141107643,0.036870277863625525,1.377096171895917,0,29.93,0.0066,0.0679,9.62,0.0,0.0,0.0,0
10.401752146368146,100.0,12,0.45403315191269505,0.08564587585409425,0.035535286281183215,1.0954891910297784,0,9.61,0.0082,0.0436,26.43,0.0,0.0,0.0,0
20.51165945479054,36291.76656046558,2,0.1046360076249706,0.0,0.00450923198651183,2.6099951690192453,0,1769.32,0.0,0.0051,19.11,0.0,0.0,0.0,0
11.551399661409887,14296.037663260442,1,0.23153870929478282,0.0787001235597787,0.055101640877355175,0.8353491423462914,0,1237.6,0.0068,0.02,4.32,0.0,0.0,0.0,0
7.0903504663724295,1228.9443644127032,2,0.0,0.0,0.0,1.9644499574954208,0,173.33,0.0,0.0,0.0,0.0,0.0,0.0,0
9.275792083523614,50.0,0,0.0,0.0,0.0,0.8423138912075312,0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0
110.21585349802936,3812.523543602032,2,51.8389952523445,0.010036936087240328,0.3095697768529687,0.865828017943013,1,34.59,0.0001,0.4703,0.04,0.0,0.0,0.0,0
3.4934087900520137,4872.0624881762915,7,0.049665298609080644,0.04647268099021339,0.0415769403468569,0.9939187135002462,0,1394.64,0.0133,0.0142,140.94,0.0,0.0,0.0,0
12.90599999343482,50.0,0,0.0,0.0,0.0,3.2215769172969146,0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0
7.142547654847315,6042.42796986176,7,1.0073081425133514,0.07463750268578606,0.05680880887003091,1.843034047433094,0,845.98,0.0104,0.141,6.95,0.0,0.0,0.0,0
213.4809936634369,8587.756624895736,0,0.0451128468807639,236.20592512905722,0.016225899685532612,0.5408948106581961,1,40.23,1.0,0.0002,0.0,0.0,0.0,0.0,0
5.526337579663853,982.5472272251252,2,0.0,0.0,0.0,0.8516415863750743,0,177.79,0.0,0.0,0.0,0.0,0.0,0.0,0
21.493579329654377,16696.06880741782,2,0.01,0.03489561161165959,0.06936491184742588,0.9601990607025078,0,776.79,0.0016,0.0005,200.0,0.0,0.0,0.0,0
46.23514581652871,8295.957525776837,3,0.1749220896910919,0.0,0.0017245098859770928,2.051266371187003,0,179.43,0.0,0.0038,17.15,0.0,0.0,0.0,0
89.46998171559078,5521.77451943713,529,26.00735350212153,0.07343617361430059,19.090716749285775,0.8367544603355245,1,61.72,0.0008,0.2907,20.34,0.0,0.0,0.0,0
